abbrev,        name,                                        scalerank,        type,             location,                                   country,                        city,                           city_location,              elevation
HER,           Heraklion Int'l,                             5,                major,            POINT(25.1740558243272 35.3369024101045),   Greece,                         Néa Alikarnassós,               POINT(25.1833 35.3167),     36.0
TBS,           Tbilisi Int'l,                               5,                major,            POINT(44.9646146141664 41.6694420187261),   Georgia,                        Tbilisi,                        POINT(44.7925 41.7225),     495.0
XXC,           Cascais,                                     5,                mid,              POINT(-9.35458240263928 38.7235353208323),  Portugal,                       Sintra,                         POINT(-9.3883 38.7992),     
KHH,           Kaohsiung Int'l,                             4,                major,            POINT(120.345156342151 22.5717061054422),   Taiwan,                         Kaohsiung,                      POINT(120.2975 22.615),     10.0
SKO,           Sadiq Abubakar III,                          4,                mid,              POINT(5.20022616032651 12.9174824166181),   Nigeria,                        Sokoto,                         POINT(5.2339 13.0622),      307.0
UIO,           Mariscal Sucre Int'l,                        4,                mid,              POINT(-78.4899925545701 -0.145552408466882),Ecuador,                        Quito,                          POINT(-78.5125 -0.22),      2813.0
KHI,           Karachi Civil,                               4,                mid,              POINT(67.1521283592947 24.8985243689595),   Pakistan,                       Karachi,                        POINT(67.01 24.86),         31.0
KIV,           Kishinev S.E.,                               4,                mid,              POINT(28.9360487562255 46.9341619900391),   Moldova,                        Chisinau,                       POINT(28.8353 47.0228),     122.0
LIM,           Jorge Chávez,                                4,                major,            POINT(-77.1075656931342 -12.0237161502221), Peru,                           Callao,                         POINT(-77.1333 -12.0333),   35.0
YQT,           Thunder Bay Int'l,                           4,                mid,              POINT(-89.3121421238136 48.3718811492508),  Canada,                         Thunder Bay,                    POINT(-89.2461 48.3822),    200.0
VNO,           Vilnius,                                     4,                major,            POINT(25.2807164497285 54.6430549307542),   Lithuania,                      Vilnius,                        POINT(25.28 54.6872),       
XIY,           Hsien Yang,                                  4,                major,            POINT(108.755811342151 34.4429391054422),   China,                          Xi’an,                          POINT(108.9 34.2667),       480.0
NTR,           Del Norte Int'l,                             4,                mid,              POINT(-100.238394186577 25.859873767729),   Mexico,                         Ciudad Apodaca,                 POINT(-100.1886 25.7817),   449.0
